Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Важная информация;2014 - 2мес., Чистые активы, RUB;2014 - 3мес., Чистые активы, RUB;2014 - 4мес., Чистые активы, RUB;2014 - 5мес., Чистые активы, RUB;2014 - 6мес., Чистые активы, RUB;2014 - 7мес., Чистые активы, RUB;2014 - 8мес., Чистые активы, RUB;2014 - 9мес., Чистые активы, RUB;2014 - 10мес., Чистые активы, RUB;2014 - 11мес., Чистые активы, RUB;2014 - 12мес., Чистые активы, RUB;2015 - 1мес., Чистые активы, RUB;2014 - 2мес., Счета в Банке России, RUB;2014 - 3мес., Счета в Банке России, RUB;2014 - 4мес., Счета в Банке России, RUB;2014 - 5мес., Счета в Банке России, RUB;2014 - 6мес., Счета в Банке России, RUB;2014 - 7мес., Счета в Банке России, RUB;2014 - 8мес., Счета в Банке России, RUB;2014 - 9мес., Счета в Банке России, RUB;2014 - 10мес., Счета в Банке России, RUB;2014 - 11мес., Счета в Банке России, RUB;2014 - 12мес., Счета в Банке России, RUB;2015 - 1мес., Счета в Банке России, RUB;2014 - 2мес., Коррсчета (НОСТРО), RUB;2014 - 3мес., Коррсчета (НОСТРО), RUB;2014 - 4мес., Коррсчета (НОСТРО), RUB;2014 - 5мес., Коррсчета (НОСТРО), RUB;2014 - 6мес., Коррсчета (НОСТРО), RUB;2014 - 7мес., Коррсчета (НОСТРО), RUB;2014 - 8мес., Коррсчета (НОСТРО), RUB;2014 - 9мес., Коррсчета (НОСТРО), RUB;2014 - 10мес., Коррсчета (НОСТРО), RUB;2014 - 11мес., Коррсчета (НОСТРО), RUB;2014 - 12мес., Коррсчета (НОСТРО), RUB;2015 - 1мес., Коррсчета (НОСТРО), RUB;2014 - 2мес., Ценные бумаги, RUB;2014 - 3мес., Ценные бумаги, RUB;2014 - 4мес., Ценные бумаги, RUB;2014 - 5мес., Ценные бумаги, RUB;2014 - 6мес., Ценные бумаги, RUB;2014 - 7мес., Ценные бумаги, RUB;2014 - 8мес., Ценные бумаги, RUB;2014 - 9мес., Ценные бумаги, RUB;2014 - 10мес., Ценные бумаги, RUB;2014 - 11мес., Ценные бумаги, RUB;2014 - 12мес., Ценные бумаги, RUB;2015 - 1мес., Ценные бумаги, RUB;2014 - 2мес., Кредиты, RUB;2014 - 3мес., Кредиты, RUB;2014 - 4мес., Кредиты, RUB;2014 - 5мес., Кредиты, RUB;2014 - 6мес., Кредиты, RUB;2014 - 7мес., Кредиты, RUB;2014 - 8мес., Кредиты, RUB;2014 - 9мес., Кредиты, RUB;2014 - 10мес., Кредиты, RUB;2014 - 11мес., Кредиты, RUB;2014 - 12мес., Кредиты, RUB;2015 - 1мес., Кредиты, RUB;2014 - 2мес., Кредиты организациям, RUB;2014 - 3мес., Кредиты организациям, RUB;2014 - 4мес., Кредиты организациям, RUB;2014 - 5мес., Кредиты организациям, RUB;2014 - 6мес., Кредиты организациям, RUB;2014 - 7мес., Кредиты организациям, RUB;2014 - 8мес., Кредиты организациям, RUB;2014 - 9мес., Кредиты организациям, RUB;2014 - 10мес., Кредиты организациям, RUB;2014 - 11мес., Кредиты организациям, RUB;2014 - 12мес., Кредиты организациям, RUB;2015 - 1мес., Кредиты организациям, RUB;2014 - 2мес., Кредиты физическим лицам, RUB;2014 - 3мес., Кредиты физическим лицам, RUB;2014 - 4мес., Кредиты физическим лицам, RUB;2014 - 5мес., Кредиты физическим лицам, RUB;2014 - 6мес., Кредиты физическим лицам, RUB;2014 - 7мес., Кредиты физическим лицам, RUB;2014 - 8мес., Кредиты физическим лицам, RUB;2014 - 9мес., Кредиты физическим лицам, RUB;2014 - 10мес., Кредиты физическим лицам, RUB;2014 - 11мес., Кредиты физическим лицам, RUB;2014 - 12мес., Кредиты физическим лицам, RUB;2015 - 1мес., Кредиты физическим лицам, RUB;2014 - 2мес., Кредиты другим банкам (МБК), RUB;2014 - 3мес., Кредиты другим банкам (МБК), RUB;2014 - 4мес., Кредиты другим банкам (МБК), RUB;2014 - 5мес., Кредиты другим банкам (МБК), RUB;2014 - 6мес., Кредиты другим банкам (МБК), RUB;2014 - 7мес., Кредиты другим банкам (МБК), RUB;2014 - 8мес., Кредиты другим банкам (МБК), RUB;2014 - 9мес., Кредиты другим банкам (МБК), RUB;2014 - 10мес., Кредиты другим банкам (МБК), RUB;2014 - 11мес., Кредиты другим банкам (МБК), RUB;2014 - 12мес., Кредиты другим банкам (МБК), RUB;2015 - 1мес., Кредиты другим банкам (МБК), RUB;2014 - 2мес., Основные средства, RUB;2014 - 3мес., Основные средства, RUB;2014 - 4мес., Основные средства, RUB;2014 - 5мес., Основные средства, RUB;2014 - 6мес., Основные средства, RUB;2014 - 7мес., Основные средства, RUB;2014 - 8мес., Основные средства, RUB;2014 - 9мес., Основные средства, RUB;2014 - 10мес., Основные средства, RUB;2014 - 11мес., Основные средства, RUB;2014 - 12мес., Основные средства, RUB;2015 - 1мес., Основные средства, RUB;2014 - 2мес., Учтённые векселя, RUB;2014 - 3мес., Учтённые векселя, RUB;2014 - 4мес., Учтённые векселя, RUB;2014 - 5мес., Учтённые векселя, RUB;2014 - 6мес., Учтённые векселя, RUB;2014 - 7мес., Учтённые векселя, RUB;2014 - 8мес., Учтённые векселя, RUB;2014 - 9мес., Учтённые векселя, RUB;2014 - 10мес., Учтённые векселя, RUB;2014 - 11мес., Учтённые векселя, RUB;2014 - 12мес., Учтённые векселя, RUB;2015 - 1мес., Учтённые векселя, RUB
1;СИБКОНТАКТ, ОАО КБ;1915;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""СИБКОНТАКТ""";628181, Ханты-Мансийский Автономный Округ - Югра окр, г. Нягань, микрорайон 2, д. 32;Пастушенко Дмитрий Сергеевич;17.06.1992;26,5;26.12.2017;Недействующая;;Тюменская область;Публичные акционерные общества;Смешанная российская собственность с долей собственности субъектов Российской Федерации;600 000 000;Ликвидировано вследствие банкротства от 26.12.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 20.11.2008, Решение о признании должника банкротом и открытии конкурсного производства от 12.01.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;МОСКОВСКИЙ КАПИТАЛ (ООО), КБ;3044;"КОММЕРЧЕСКИЙ БАНК ""МОСКОВСКИЙ КАПИТАЛ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";105318, г. Москва, ул. Ткацкая, д. 15 корп. 1;Бельков Андрей Олегович;10.08.1994;24,5;05.07.2017;Недействующая;044545150;Москва;Общества с ограниченной ответственностью;Частная собственность;1 415 000 000;Ликвидировано вследствие банкротства от 05.07.2017, Отозвана Генеральная лицензия на осуществление банковских операций от 02.02.2009, Решение о признании должника банкротом и открытии конкурсного производства от 30.04.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;РАДИАН (ОАО), АКБ;1675;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""РАДИАН"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";664047, Иркутская обл, г. Иркутск, ул. Советская, д. 3;Кузнецов Евгений Юрьевич;20.12.1991;27,0;03.07.2017;Недействующая;042520827;Иркутская область;Публичные акционерные общества;Иная смешанная российская собственность;130 000 000;Ликвидировано по решению суда от 03.07.2017, Решение о признании должника банкротом и открытии конкурсного производства от 09.07.2014;1 056 187 000;961 877 000;872 312 000;824 158 000;;;;;;;;;96 511 000;73 401 000;48 217 000;29 560 000;;;;;;;;;31 212 000;20 991 000;15 848 000;27 124 000;;;;;;;;;0;0;0;0;;;;;;;;;665 269 000;590 380 000;579 180 000;567 562 000;;;;;;;;;260 951 000;257 172 000;256 753 000;253 342 000;;;;;;;;;331 851 000;315 063 000;305 282 000;297 132 000;;;;;;;;;67 167 000;17 145 000;17 145 000;17 088 000;;;;;;;;;79 148 000;78 966 000;78 681 000;78 404 000;;;;;;;;;0;0;0;0;;;;;;;;
4;БИНБАНК СТОЛИЦА, АО;3052;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БИНБАНК СТОЛИЦА""";127051, г. Москва, пл. Сухаревская М, д. 12(Торгово-офисный центр «Садовая галерея»);Юрин Дмитрий Александрович;18.08.1995;23,5;24.03.2017;Недействующая;044525669;Москва;Непубличные акционерные общества;Частная собственность;515 000 000;Прекратило деятельность при присоединении от 24.03.2017, Сообщения о принятии решения о реорганизации от 07.10.2016;5 940 796 000;6 378 083 000;6 543 886 000;6 651 905 000;6 462 283 000;6 551 609 000;6 926 508 000;7 110 482 000;6 954 401 000;7 413 895 000;7 136 965 000;6 751 072 000;127 146 000;114 534 000;72 031 000;97 142 000;107 792 000;232 326 000;179 937 000;72 694 000;220 671 000;204 639 000;320 801 000;163 861 000;61 043 000;58 968 000;72 566 000;65 192 000;71 610 000;46 262 000;54 169 000;46 250 000;56 846 000;50 866 000;169 583 000;123 113 000;0;0;0;0;0;0;0;0;0;0;0;0;5 510 121 000;5 939 396 000;6 111 572 000;6 197 307 000;6 017 925 000;6 012 502 000;6 389 443 000;6 681 896 000;6 383 452 000;6 872 509 000;6 361 920 000;6 191 228 000;754 000;734 000;714 000;693 000;672 000;651 000;630 000;609 000;587 000;565 000;542 000;520 000;5 469 364 000;5 688 659 000;5 910 855 000;6 066 611 000;5 817 250 000;6 011 848 000;6 188 810 000;6 381 284 000;6 282 862 000;6 301 941 000;6 211 375 000;5 990 705 000;40 000 000;250 000 000;200 000 000;130 000 000;200 000 000;0;200 000 000;300 000 000;100 000 000;570 000 000;150 000 000;200 000 000;26 578 000;25 646 000;25 291 000;24 669 000;23 705 000;22 182 000;22 302 000;21 384 000;24 788 000;24 545 000;26 166 000;25 213 000;0;0;0;0;0;0;0;0;0;0;0;0
5;ЗЕЛЕНОКУМСКАЯ АО, НКО;1239;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""ЗЕЛЕНОКУМСКАЯ"" АКЦИОНЕРНОЕ ОБЩЕСТВО";357910, Ставропольский кр, Советский район, г. Зеленокумск, ул. Учительская, д. 3;Лоза Александр Иванович;20.12.1990;28,0;19.04.2017;Недействующая;040717713;Ставропольский край;Публичные акционерные общества;Частная собственность;90 000 000;Ликвидировано от 19.04.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях (без права привлечения во вклады денежных средств физических лиц) от 03.08.2015;119 016 000;122 568 000;122 490 000;122 897 000;123 442 000;123 674 000;124 206 000;124 425 000;124 048 000;124 530 000;123 936 000;123 665 000;32 115 000;29 277 000;34 137 000;36 091 000;12 273 000;36 071 000;7 295 000;10 031 000;10 086 000;23 679 000;17 547 000;26 622 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25 014 000;27 005 000;27 175 000;27 339 000;27 013 000;27 202 000;27 397 000;27 028 000;84 420 000;90 659 000;86 121 000;84 295 000;83 686 000;57 973 000;87 263 000;84 316 000;84 230 000;71 427 000;76 740 000;68 329 000;70 782 000;76 793 000;72 559 000;71 526 000;70 961 000;45 709 000;74 361 000;72 357 000;72 953 000;61 105 000;67 242 000;59 393 000;13 638 000;13 866 000;13 562 000;12 769 000;12 725 000;12 264 000;12 902 000;11 959 000;11 277 000;10 322 000;9 498 000;8 936 000;0;0;0;0;0;0;0;0;0;0;0;0;931 000;920 000;960 000;926 000;899 000;860 000;830 000;824 000;800 000;776 000;757 000;346 000;0;0;0;0;25 014 000;27 005 000;27 175 000;27 339 000;27 013 000;27 202 000;27 397 000;27 028 000
6;РБЦ (ООО), РНКО;3487;"РАСЧЕТНАЯ НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""РАСЧЕТНЫЙ БАНКОВСКИЙ ЦЕНТР"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";115035, г. Москва, набережная Овчинниковская, д. 22/24 стр. 1;Перунов Сергей Владимирович;07.07.2008;10,5;30.12.2015;Недействующая;044552422;Москва;Общества с ограниченной ответственностью;Частная собственность;108 500 000;Ликвидировано по решению суда от 30.12.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 18.08.2014;189 431 000;127 608 000;127 367 000;126 442 000;126 377 000;125 879 000;;;;;;;90 068 000;28 619 000;28 406 000;27 453 000;27 465 000;9 790 000;;;;;;;24 363 000;24 332 000;24 424 000;24 364 000;24 536 000;621 000;;;;;;;0;0;0;0;0;0;;;;;;;73 000 000;73 000 000;73 000 000;73 000 000;73 000 000;0;;;;;;;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0;;;;;;;73 000 000;73 000 000;73 000 000;73 000 000;73 000 000;0;;;;;;;424 000;351 000;341 000;331 000;321 000;311 000;;;;;;;0;0;0;0;0;0;;;;;;
7;НРК, ООО;3386;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""НАЦИОНАЛЬНАЯ РАСЧЕТНАЯ КОМПАНИЯ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";119313, г. Москва, проспект Ленинский, д. 89/2;Волков Виталий Александрович;05.11.2001;17,0;27.10.2015;Недействующая;044579980;Москва;Общества с ограниченной ответственностью;Частная собственность;7 000 000;Ликвидировано по решению суда от 27.10.2015;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;
8;ЕВРОСОЮЗ (ООО), КБ;3411;"КОММЕРЧЕСКИЙ БАНК ""ЕВРОСОЮЗ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";115054, г. Москва, ул. Зацепа, д. 27;Хамчич Максим Александрович;28.05.2002;16,5;08.08.2016;Недействующая;044579418;Москва;Общества с ограниченной ответственностью;Частная собственность;82 000 000;Ликвидировано вследствие банкротства от 08.08.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 26.08.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;ТРОЙКА (ОАО), АКБ;2051;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ТРОЙКА""";107031, г. Москва, пер. Звонарский, д. 1 корп. 1;Баклицкий Денис Николаевич;09.09.1992;26,5;03.09.2015;Недействующая;044585239;Москва;Публичные акционерные общества;Частная собственность;31 900 000;Ликвидировано вследствие банкротства от 03.09.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 21.10.2010, Решение о признании должника банкротом и открытии конкурсного производства от 23.12.2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;СУРГУТСКИЙ ЦЕНТРАЛЬНЫЙ, ООО КБ;684;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУРГУТСКИЙ ЦЕНТРАЛЬНЫЙ КОММЕРЧЕСКИЙ БАНК""";628400, Ханты-Мансийский Автономный Округ - Югра окр., г. Сургут, ул. Энгельса, д. 12;Красников Владимир Михайлович;01.11.1990;28,0;27.12.2016;Недействующая;047144860;Тюменская область;Общества с ограниченной ответственностью;Частная собственность;126 547 500;Ликвидировано от 27.12.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 11.02.2015;706 884 000;667 501 000;579 114 000;624 610 000;558 323 000;494 124 000;450 237 000;441 745 000;248 220 000;231 417 000;32 287 000;28 898 000;36 717 000;33 816 000;23 077 000;48 161 000;29 418 000;23 766 000;24 902 000;53 079 000;21 901 000;70 624 000;2 264 000;6 713 000;9 717 000;6 692 000;12 839 000;11 133 000;5 537 000;4 498 000;8 210 000;128 013 000;93 274 000;81 262 000;1 136 000;1 368 000;211 670 000;183 408 000;184 903 000;146 415 000;147 583 000;148 789 000;49 704 000;0;0;0;0;0;378 534 000;361 390 000;289 547 000;347 815 000;295 321 000;252 493 000;302 282 000;201 832 000;58 462 000;8 192 000;0;0;11 358 000;7 402 000;7 101 000;6 800 000;6 652 000;6 503 000;4 680 000;4 532 000;4 383 000;4 235 000;0;0;27 176 000;33 988 000;32 446 000;31 015 000;28 669 000;25 990 000;7 602 000;7 300 000;4 079 000;3 957 000;0;0;340 000 000;320 000 000;250 000 000;310 000 000;260 000 000;220 000 000;290 000 000;190 000 000;50 000 000;0;0;0;37 915 000;37 675 000;37 408 000;37 195 000;36 966 000;38 571 000;38 266 000;38 038 000;35 522 000;35 334 000;5 452 000;5 300 000;211 670 000;183 408 000;184 903 000;146 415 000;147 583 000;148 789 000;49 704 000;0;0;0;0;0
